id,timestamp,src_bytes,dst_bytes,duration,serror_rate,count_val,protocol,service,flag,prediction,severity,alert_type,zone
9489,2026-03-06 16:07:12,3991.0,5093.0,16.0,0.7,462.0,0,8,2,1,6.53,Red,West
2615,2026-03-06 16:02:36,3354.0,378.0,36.0,0.29,73.0,1,0,2,0,4.8,Yellow,East
4236,2026-03-06 15:54:16,314.0,335.0,8.0,0.08,7.0,0,9,6,0,1.49,Green,East
8084,2026-03-06 15:53:28,18682.0,648.0,14.0,0.39,346.0,0,3,1,1,8.02,Red,West
2678,2026-03-06 15:51:07,3930.0,2068.0,24.0,0.36,202.0,1,2,8,0,5.68,Yellow,East
5008,2026-03-06 15:50:41,554.0,131.0,9.0,0.1,38.0,0,7,9,0,0.92,Green,South
5320,2026-03-06 15:43:42,298.0,493.0,13.0,0.04,4.0,2,4,3,0,1.61,Green,West
8187,2026-03-06 15:43:01,25986.0,7424.0,86.0,0.36,290.0,1,2,3,1,7.84,Red,East
4822,2026-03-06 15:40:05,5935.0,219.0,37.0,0.17,84.0,1,6,1,1,4.99,Yellow,South
10150,2026-03-06 15:36:13,549.0,437.0,6.0,0.07,55.0,0,4,5,0,1.43,Green,West
6069,2026-03-06 15:35:25,582.0,340.0,10.0,0.05,6.0,1,5,6,0,2.7,Green,East
8172,2026-03-06 15:29:46,2020.0,1177.0,26.0,0.3,117.0,1,2,1,1,5.82,Yellow,South
8312,2026-03-06 15:26:22,410.0,14.0,1.0,0.08,4.0,0,6,6,0,2.31,Green,West
5144,2026-03-06 15:23:00,180.0,298.0,2.0,0.03,11.0,0,2,2,0,1.48,Green,North
8457,2026-03-06 15:08:33,3302.0,2449.0,9.0,0.25,92.0,0,8,0,0,4.0,Yellow,West
9384,2026-03-06 15:04:02,9739.0,7028.0,88.0,0.66,440.0,1,8,4,1,7.33,Red,North
6417,2026-03-06 14:45:05,310.0,590.0,13.0,0.03,28.0,1,3,8,0,1.37,Green,West
4564,2026-03-06 14:41:03,3581.0,2270.0,5.0,0.12,208.0,2,7,6,0,4.96,Yellow,North
3710,2026-03-06 14:34:40,24080.0,7031.0,11.0,0.64,338.0,1,1,7,1,7.23,Red,West
2911,2026-03-06 14:26:38,4116.0,6616.0,69.0,0.32,218.0,0,5,6,1,6.5,Red,East
7957,2026-03-06 14:20:33,309.0,371.0,3.0,0.03,50.0,0,0,0,0,1.5,Green,North
3913,2026-03-06 14:19:45,457.0,268.0,1.0,0.05,32.0,2,3,7,0,2.31,Green,East
3424,2026-03-06 14:13:42,2112.0,2047.0,41.0,0.39,36.0,1,4,1,0,4.71,Yellow,North
7950,2026-03-06 14:12:48,5714.0,439.0,10.0,0.3,197.0,0,9,9,1,4.58,Yellow,South
8217,2026-03-06 14:11:32,274.0,566.0,12.0,0.05,29.0,0,2,3,0,1.75,Green,North
5788,2026-03-06 14:05:58,34395.0,7955.0,19.0,0.63,146.0,1,0,4,1,9.23,Red,West
7202,2026-03-06 14:02:53,775.0,218.0,15.0,0.02,5.0,2,1,2,0,1.38,Green,North
3985,2026-03-06 13:49:01,10.0,451.0,2.0,0.04,44.0,2,9,1,0,2.73,Green,South
7665,2026-03-06 13:41:27,574.0,589.0,3.0,0.08,18.0,1,4,5,0,1.34,Green,West
3821,2026-03-06 13:40:56,290.0,414.0,6.0,0.09,31.0,2,6,7,0,0.65,Green,West
8489,2026-03-06 13:39:57,5995.0,1376.0,44.0,0.35,79.0,0,5,1,1,4.89,Yellow,West
10393,2026-03-06 13:22:21,5234.0,2277.0,9.0,0.17,214.0,0,5,4,1,5.71,Yellow,North
4954,2026-03-06 13:20:29,29818.0,7551.0,57.0,0.81,354.0,1,6,4,1,8.09,Red,North
7066,2026-03-06 13:16:37,3366.0,579.0,27.0,0.35,99.0,2,5,8,0,5.26,Yellow,West
4701,2026-03-06 13:10:37,546.0,505.0,14.0,0.03,36.0,1,1,8,0,1.71,Green,West
9617,2026-03-06 12:56:28,21902.0,6739.0,85.0,0.43,159.0,0,4,5,1,8.07,Red,East
7448,2026-03-06 12:49:54,5670.0,2444.0,32.0,0.27,194.0,1,0,1,0,4.0,Yellow,East
8476,2026-03-06 12:47:20,149.0,198.0,3.0,0.09,46.0,2,3,6,0,2.08,Green,South
5599,2026-03-06 12:45:56,3131.0,1165.0,22.0,0.11,83.0,1,4,2,0,4.17,Yellow,South
6734,2026-03-06 12:38:25,5060.0,4743.0,59.0,0.74,268.0,2,2,3,1,6.5,Red,North
8615,2026-03-06 12:34:58,34260.0,6997.0,48.0,0.48,254.0,1,2,6,1,6.55,Red,West
9785,2026-03-06 12:33:48,15312.0,1800.0,1.0,0.91,158.0,2,5,9,1,6.84,Red,North
9581,2026-03-06 12:10:33,505.0,22.0,0.0,0.01,1.0,0,4,7,0,1.41,Green,North
6646,2026-03-06 12:10:23,491.0,301.0,1.0,0.03,48.0,0,2,4,0,1.7,Green,North
4044,2026-03-06 11:56:39,34183.0,6883.0,84.0,0.99,458.0,1,9,3,1,8.9,Red,South
7815,2026-03-06 11:54:10,13472.0,4827.0,47.0,0.67,283.0,2,2,5,1,7.31,Red,East
7931,2026-03-06 11:45:01,791.0,143.0,3.0,0.04,24.0,0,0,4,0,0.55,Green,East
6714,2026-03-06 11:30:22,20389.0,5431.0,81.0,0.44,459.0,0,0,6,1,6.74,Red,South
5604,2026-03-06 11:28:58,1565.0,1966.0,42.0,0.21,167.0,0,3,1,0,4.0,Yellow,West
9169,2026-03-06 11:27:37,3404.0,966.0,8.0,0.22,202.0,0,7,6,0,5.08,Yellow,North
6019,2026-03-06 11:25:38,126.0,312.0,1.0,0.01,51.0,1,8,0,0,2.21,Green,South
9595,2026-03-06 11:25:16,141.0,362.0,6.0,0.09,31.0,0,3,4,0,3.16,Green,West
4541,2026-03-06 11:19:07,166.0,271.0,7.0,0.05,24.0,0,0,7,0,1.54,Green,West
3978,2026-03-06 11:14:39,464.0,315.0,6.0,0.1,3.0,0,0,6,0,0.49,Green,North
9580,2026-03-06 11:14:20,3083.0,947.0,62.0,0.31,307.0,1,1,7,1,6.5,Red,South
6458,2026-03-06 11:13:48,2254.0,1735.0,14.0,0.3,25.0,1,8,1,1,4.66,Yellow,East
6890,2026-03-06 11:13:04,29670.0,3265.0,2.0,0.7,203.0,1,0,0,1,7.67,Red,North
6385,2026-03-06 11:11:19,5186.0,2348.0,38.0,0.3,76.0,1,3,3,0,4.41,Yellow,South
9211,2026-03-06 11:11:02,543.0,467.0,13.0,0.02,50.0,0,7,9,0,1.67,Green,North
8410,2026-03-06 11:09:32,128.0,201.0,3.0,0.07,55.0,2,4,2,0,1.44,Green,North
5978,2026-03-06 11:07:58,103.0,502.0,7.0,0.03,28.0,0,2,0,0,1.58,Green,East
9776,2026-03-06 11:06:27,521.0,536.0,13.0,0.01,53.0,1,6,3,0,1.57,Green,West
7487,2026-03-06 11:01:55,297.0,151.0,2.0,0.05,46.0,0,2,8,0,1.63,Green,West
4468,2026-03-06 10:55:52,14925.0,5395.0,42.0,0.79,128.0,0,2,5,1,6.5,Red,West
10410,2026-03-06 10:51:47,34482.0,7248.0,34.0,0.94,257.0,1,1,0,1,8.09,Red,East
7712,2026-03-06 10:49:04,344.0,341.0,15.0,0.07,50.0,1,9,3,0,2.24,Green,North
5961,2026-03-06 10:47:48,556.0,208.0,9.0,0.1,25.0,2,8,7,0,0.74,Green,East
4962,2026-03-06 10:46:34,16296.0,5072.0,75.0,0.42,497.0,1,1,4,1,6.89,Red,North
7563,2026-03-06 10:34:39,686.0,2059.0,40.0,0.2,212.0,2,0,1,1,4.0,Yellow,East
6798,2026-03-06 10:12:38,4809.0,1896.0,20.0,0.11,156.0,2,6,9,1,4.49,Yellow,West
5793,2026-03-06 10:02:40,4203.0,694.0,34.0,0.34,103.0,1,9,1,1,4.87,Yellow,North
3372,2026-03-06 09:56:53,12522.0,7900.0,6.0,0.98,462.0,1,0,9,1,7.63,Red,West
6858,2026-03-06 09:54:53,5695.0,1983.0,23.0,0.25,134.0,0,2,7,0,4.0,Yellow,West
9313,2026-03-06 09:54:45,868.0,411.0,1.0,0.08,13.0,2,0,5,0,2.33,Green,East
8520,2026-03-06 09:54:32,276.0,128.0,15.0,0.02,5.0,0,0,3,0,2.1,Green,West
10326,2026-03-06 09:50:44,654.0,79.0,9.0,0.01,42.0,2,5,3,0,1.21,Green,East
10395,2026-03-06 09:46:09,3628.0,478.0,15.0,0.16,103.0,0,6,0,1,5.87,Yellow,South
4104,2026-03-06 09:40:47,866.0,199.0,14.0,0.08,30.0,2,8,7,0,1.55,Green,North
6573,2026-03-06 09:40:12,2980.0,721.0,42.0,0.2,43.0,1,9,3,0,4.48,Yellow,South
6715,2026-03-06 09:35:39,1442.0,1235.0,11.0,0.37,122.0,1,1,9,1,5.23,Yellow,South
9371,2026-03-06 09:34:49,642.0,348.0,8.0,0.08,11.0,1,1,6,0,1.49,Green,East
9383,2026-03-06 09:30:36,1561.0,501.0,35.0,0.2,159.0,1,6,2,1,4.48,Yellow,East
3647,2026-03-06 09:28:32,4193.0,2010.0,39.0,0.34,109.0,0,5,3,0,5.25,Yellow,West
7658,2026-03-06 09:25:57,95.0,457.0,2.0,0.04,41.0,0,4,4,0,2.17,Green,South
3757,2026-03-06 09:20:42,207.0,519.0,5.0,0.05,38.0,1,2,1,0,2.75,Green,North
6249,2026-03-06 09:13:05,5327.0,2193.0,5.0,0.34,219.0,2,2,8,0,4.0,Yellow,North
9926,2026-03-06 09:11:27,18473.0,8198.0,36.0,0.58,157.0,0,1,6,1,7.2,Red,South
4983,2026-03-06 09:10:46,4106.0,1234.0,40.0,0.38,100.0,0,9,9,0,4.0,Yellow,North
9605,2026-03-06 09:10:27,3874.0,1853.0,33.0,0.89,269.0,0,5,9,1,7.06,Red,West
2943,2026-03-06 09:10:03,539.0,562.0,14.0,0.08,12.0,1,0,7,0,2.26,Green,South
7657,2026-03-06 09:09:05,29239.0,6364.0,63.0,0.38,144.0,0,4,8,1,6.85,Red,East
9511,2026-03-06 09:08:58,163.0,432.0,0.0,0.04,28.0,0,0,2,0,2.03,Green,North
2613,2026-03-06 08:50:05,365.0,203.0,8.0,0.09,5.0,1,4,2,0,1.55,Green,North
4877,2026-03-06 08:49:14,4404.0,1410.0,42.0,0.13,96.0,1,0,9,0,4.0,Yellow,North
3058,2026-03-06 08:47:04,4236.0,1776.0,40.0,0.12,133.0,0,2,9,0,5.34,Yellow,North
10442,2026-03-06 08:46:15,592.0,99.0,4.0,0.03,9.0,2,9,8,0,1.93,Green,South
4238,2026-03-06 08:43:25,21988.0,3557.0,21.0,0.56,141.0,1,0,4,1,7.07,Red,West
4147,2026-03-06 08:15:40,526.0,390.0,12.0,0.02,60.0,2,9,1,0,1.35,Green,West
5084,2026-03-06 08:05:33,3851.0,1007.0,5.0,0.11,106.0,0,7,7,1,4.45,Yellow,West
7418,2026-03-06 08:00:17,5964.0,2387.0,5.0,0.11,31.0,1,0,1,0,6.08,Yellow,South
8302,2026-03-06 08:00:03,4400.0,756.0,22.0,0.3,170.0,2,4,7,0,5.66,Yellow,West
6432,2026-03-06 07:53:53,1358.0,1326.0,4.0,0.3,121.0,0,5,4,1,4.7,Yellow,North
7736,2026-03-06 07:50:57,1161.0,776.0,18.0,0.15,198.0,1,1,3,1,5.34,Yellow,South
9719,2026-03-06 07:49:17,5648.0,1761.0,2.0,0.17,56.0,2,2,4,1,5.07,Yellow,North
8780,2026-03-06 07:39:08,746.0,571.0,8.0,0.03,39.0,2,9,7,0,1.35,Green,North
3546,2026-03-06 07:30:48,1738.0,1388.0,12.0,0.24,212.0,1,2,3,1,4.0,Yellow,West
4736,2026-03-06 07:23:42,24892.0,6556.0,51.0,0.79,237.0,1,6,4,1,8.36,Red,North
9714,2026-03-06 07:17:55,454.0,436.0,12.0,0.1,10.0,0,8,8,0,1.37,Green,North
2604,2026-03-06 07:16:31,19911.0,3759.0,71.0,0.94,499.0,1,9,1,1,6.84,Red,East
8232,2026-03-06 06:48:35,9318.0,3576.0,84.0,0.92,227.0,2,8,6,1,7.24,Red,North
7819,2026-03-06 06:45:45,563.0,1966.0,9.0,0.37,50.0,0,3,4,0,4.0,Yellow,North
2555,2026-03-06 06:44:34,4330.0,1582.0,29.0,0.31,105.0,1,4,9,1,4.71,Yellow,East
7679,2026-03-06 06:34:10,599.0,392.0,15.0,0.01,22.0,0,3,8,0,2.72,Green,North
5450,2026-03-06 06:29:06,841.0,268.0,6.0,0.03,48.0,2,6,5,0,2.23,Green,East
2718,2026-03-06 06:24:42,474.0,412.0,12.0,0.02,56.0,2,1,7,0,2.71,Green,North
10112,2026-03-06 06:24:02,2453.0,551.0,4.0,0.12,178.0,1,0,7,1,4.0,Yellow,North
6033,2026-03-06 06:19:20,22649.0,7229.0,5.0,0.63,294.0,2,5,5,1,7.56,Red,North
8514,2026-03-06 06:15:22,20146.0,5616.0,46.0,0.56,117.0,2,6,6,1,8.71,Red,South
6418,2026-03-06 06:13:53,714.0,1017.0,22.0,0.17,112.0,1,7,3,0,4.75,Yellow,South
7423,2026-03-06 05:54:04,31.0,207.0,12.0,0.02,23.0,0,4,0,0,1.7,Green,East
6323,2026-03-06 05:54:03,667.0,450.0,9.0,0.09,4.0,0,0,6,0,2.03,Green,East
5352,2026-03-06 05:53:25,722.0,244.0,12.0,0.01,51.0,1,2,0,0,2.33,Green,North
8597,2026-03-06 05:41:16,3199.0,8453.0,60.0,0.87,356.0,2,9,8,1,8.81,Red,West
8318,2026-03-06 05:39:50,730.0,307.0,9.0,0.02,10.0,0,4,4,0,2.27,Green,West
9039,2026-03-06 05:39:05,262.0,85.0,1.0,0.05,5.0,2,2,8,0,1.84,Green,West
10452,2026-03-06 05:30:08,820.0,375.0,3.0,0.01,39.0,2,0,6,0,1.93,Green,East
6357,2026-03-06 05:29:47,4025.0,978.0,17.0,0.21,28.0,0,3,7,0,4.01,Yellow,West
7207,2026-03-06 05:29:17,728.0,454.0,12.0,0.07,30.0,2,7,1,0,1.99,Green,West
6310,2026-03-06 05:24:00,28430.0,3772.0,50.0,0.4,215.0,2,1,5,1,8.12,Red,West
2698,2026-03-06 05:20:08,1180.0,1843.0,39.0,0.13,172.0,2,4,5,1,5.08,Yellow,North
8220,2026-03-06 05:18:53,1843.0,2021.0,2.0,0.16,44.0,2,0,8,1,5.07,Yellow,West
9700,2026-03-06 05:16:38,4807.0,1127.0,33.0,0.22,184.0,0,4,6,1,4.17,Yellow,East
7717,2026-03-06 05:15:32,184.0,4.0,10.0,0.06,13.0,2,3,9,0,1.72,Green,East
7084,2026-03-06 05:13:33,667.0,224.0,1.0,0.06,24.0,1,8,1,0,2.02,Green,North
9260,2026-03-06 05:13:15,27927.0,7228.0,53.0,0.78,148.0,1,7,9,1,8.41,Red,North
9068,2026-03-06 05:00:21,3976.0,1229.0,16.0,0.4,511.0,1,2,7,1,7.57,Red,North
7431,2026-03-06 04:58:33,764.0,861.0,35.0,0.24,103.0,0,4,4,0,5.3,Yellow,West
3506,2026-03-06 04:52:21,686.0,215.0,12.0,0.05,41.0,1,8,6,0,1.54,Green,East
7532,2026-03-06 04:49:01,1000.0,1506.0,30.0,0.34,107.0,0,6,4,1,4.7,Yellow,North
6197,2026-03-06 04:44:14,391.0,461.0,13.0,0.08,11.0,0,2,7,0,1.71,Green,West
3008,2026-03-06 04:34:01,601.0,10.0,7.0,0.1,14.0,2,8,1,0,2.48,Green,East
4722,2026-03-06 04:02:51,19817.0,3135.0,15.0,0.37,159.0,1,9,1,1,6.5,Red,North
5085,2026-03-06 04:00:47,32115.0,646.0,45.0,0.83,149.0,1,4,4,1,6.5,Red,West
4894,2026-03-06 03:50:22,483.0,389.0,6.0,0.07,8.0,1,6,7,0,2.73,Green,South
4712,2026-03-06 03:48:06,14365.0,3601.0,74.0,0.73,287.0,1,1,7,1,6.64,Red,North
3904,2026-03-06 03:25:11,33565.0,7248.0,15.0,0.74,386.0,1,2,4,1,6.5,Red,South
6402,2026-03-06 03:22:36,575.0,52.0,0.0,0.07,42.0,0,2,6,0,1.72,Green,North
8826,2026-03-06 03:20:23,4502.0,1214.0,30.0,0.24,104.0,0,9,3,1,4.5,Yellow,West
9022,2026-03-06 03:20:01,10799.0,662.0,26.0,0.32,499.0,2,4,0,1,8.71,Red,East
2981,2026-03-06 03:18:12,6281.0,1856.0,0.0,0.46,174.0,0,3,7,1,6.5,Red,South
4205,2026-03-06 03:07:41,777.0,562.0,6.0,0.08,17.0,0,2,5,0,1.18,Green,East
2906,2026-03-06 02:48:43,3817.0,1968.0,18.0,0.35,156.0,1,5,4,0,5.55,Yellow,North
4874,2026-03-06 02:45:28,507.0,120.0,15.0,0.07,13.0,2,4,3,0,0.71,Green,North
6504,2026-03-06 02:42:19,1820.0,1276.0,9.0,0.29,149.0,1,6,6,0,4.97,Yellow,North
2895,2026-03-06 02:42:13,18608.0,6099.0,42.0,0.42,286.0,1,1,9,1,6.5,Red,East
8817,2026-03-06 02:32:54,5155.0,1506.0,33.0,0.24,211.0,0,5,9,0,4.04,Yellow,West
5390,2026-03-06 02:32:22,12907.0,8510.0,53.0,0.8,157.0,0,5,2,1,7.63,Red,South
6696,2026-03-06 02:31:45,5089.0,2280.0,10.0,0.18,178.0,0,3,0,0,5.5,Yellow,North
3952,2026-03-06 02:30:02,5398.0,1359.0,63.0,0.96,445.0,0,1,7,1,6.58,Red,East
7577,2026-03-06 02:25:59,2322.0,1913.0,32.0,0.13,106.0,1,6,1,0,4.43,Yellow,West
4067,2026-03-06 02:25:09,45.0,39.0,5.0,0.08,30.0,1,2,2,0,1.91,Green,East
3699,2026-03-06 02:24:14,389.0,533.0,2.0,0.09,1.0,2,8,7,0,2.86,Green,West
4580,2026-03-06 02:19:39,5310.0,1632.0,27.0,0.2,175.0,2,0,5,0,4.67,Yellow,North
6074,2026-03-06 02:18:32,3097.0,845.0,29.0,0.22,95.0,2,1,2,1,4.7,Yellow,South
6384,2026-03-06 02:14:14,102.0,235.0,2.0,0.08,35.0,1,9,5,0,1.75,Green,South
9756,2026-03-06 02:07:33,193.0,482.0,0.0,0.02,20.0,1,0,3,0,2.66,Green,North
7934,2026-03-06 02:02:27,11629.0,1921.0,88.0,0.82,367.0,0,3,8,1,7.94,Red,East
3926,2026-03-06 01:55:30,602.0,2493.0,6.0,0.24,61.0,0,1,9,1,4.0,Yellow,North
8202,2026-03-06 01:54:09,574.0,252.0,2.0,0.08,31.0,0,9,2,0,1.15,Green,North
4772,2026-03-06 01:48:32,9078.0,5469.0,36.0,0.39,408.0,2,6,4,1,6.78,Red,North
3782,2026-03-06 01:43:05,22469.0,5976.0,70.0,0.56,159.0,1,3,4,1,7.75,Red,West
8739,2026-03-06 01:40:28,515.0,567.0,1.0,0.01,59.0,0,8,5,0,2.56,Green,West
9063,2026-03-06 01:39:51,1613.0,221.0,11.0,0.17,111.0,1,8,0,1,4.0,Yellow,West
7528,2026-03-06 01:39:31,3284.0,1526.0,36.0,0.22,111.0,2,2,6,0,5.36,Yellow,North
3436,2026-03-06 01:35:33,2726.0,1185.0,9.0,0.26,210.0,2,5,1,1,4.8,Yellow,West
7332,2026-03-06 01:29:17,2666.0,2262.0,45.0,0.31,48.0,1,5,6,0,5.18,Yellow,East
3579,2026-03-06 01:23:59,5149.0,851.0,39.0,0.15,171.0,0,5,9,1,4.0,Yellow,North
8765,2026-03-06 01:23:54,800.0,950.0,16.0,0.32,205.0,0,2,7,0,5.6,Yellow,North
4697,2026-03-06 01:15:28,30.0,269.0,7.0,0.05,39.0,2,3,1,0,2.57,Green,West
4880,2026-03-06 01:04:27,27198.0,7390.0,27.0,0.63,376.0,1,6,2,1,6.63,Red,East
5569,2026-03-06 01:01:16,601.0,131.0,4.0,0.07,54.0,2,6,8,0,2.41,Green,North
8093,2026-03-06 00:59:46,2768.0,1834.0,27.0,0.35,56.0,2,9,9,0,4.87,Yellow,North
9299,2026-03-06 00:57:33,25197.0,2759.0,10.0,0.6,335.0,0,2,3,1,7.89,Red,West
3578,2026-03-06 00:36:12,2087.0,2340.0,30.0,0.37,93.0,2,9,0,0,4.19,Yellow,North
10162,2026-03-06 00:33:34,3761.0,2182.0,25.0,0.98,338.0,0,7,0,1,7.13,Red,West
6183,2026-03-06 00:27:47,723.0,1438.0,17.0,0.24,181.0,2,7,2,0,4.61,Yellow,West
9002,2026-03-06 00:25:05,3723.0,4601.0,28.0,0.44,220.0,0,8,6,1,7.69,Red,West
9977,2026-03-06 00:18:37,4938.0,1319.0,2.0,0.32,77.0,1,9,2,0,4.62,Yellow,North
6180,2026-03-06 00:16:06,2930.0,5441.0,73.0,0.82,436.0,2,3,5,1,6.5,Red,East
9492,2026-03-06 00:14:00,813.0,480.0,2.0,0.01,49.0,0,5,4,0,0.97,Green,North
4107,2026-03-06 00:08:07,403.0,431.0,10.0,0.04,55.0,2,5,3,0,2.03,Green,West
4613,2026-03-06 00:07:23,987.0,862.0,21.0,0.34,62.0,2,0,1,0,4.99,Yellow,West
5939,2026-03-06 00:06:52,3874.0,2045.0,17.0,0.34,123.0,0,4,8,1,4.39,Yellow,West
5675,2026-03-06 00:01:17,572.0,478.0,3.0,0.1,29.0,2,7,7,0,2.79,Green,West
9829,2026-03-05 23:55:15,4067.0,1237.0,2.0,0.31,131.0,2,8,0,0,5.24,Yellow,North
3657,2026-03-05 23:53:16,299.0,309.0,15.0,0.01,5.0,1,4,2,0,2.4,Green,North
10455,2026-03-05 23:52:34,7995.0,1475.0,14.0,0.69,336.0,0,7,6,1,7.89,Red,North
3319,2026-03-05 23:51:35,29.0,100.0,11.0,0.03,37.0,1,4,0,0,1.32,Green,East
9353,2026-03-05 23:50:07,371.0,502.0,9.0,0.07,21.0,2,0,7,0,1.14,Green,West
5486,2026-03-05 23:44:25,21405.0,6601.0,87.0,0.58,286.0,1,9,3,1,7.55,Red,South
9110,2026-03-05 23:42:52,4499.0,476.0,42.0,0.12,95.0,0,2,5,0,4.59,Yellow,North
6629,2026-03-05 23:41:10,325.0,571.0,5.0,0.04,44.0,0,8,0,0,2.02,Green,North
9318,2026-03-05 23:38:31,17996.0,6567.0,7.0,0.31,182.0,2,1,2,1,8.15,Red,South
4226,2026-03-05 22:58:35,2883.0,564.0,52.0,0.96,398.0,1,4,0,1,7.89,Red,West
7176,2026-03-05 22:57:27,445.0,300.0,8.0,0.04,55.0,1,8,5,0,1.67,Green,North
2976,2026-03-05 22:44:53,20058.0,5668.0,26.0,0.63,404.0,2,4,4,1,7.93,Red,North
3066,2026-03-05 22:40:24,142.0,401.0,4.0,0.07,19.0,1,4,3,0,1.18,Green,West
7129,2026-03-05 22:39:37,30408.0,1640.0,84.0,0.63,428.0,2,5,6,1,6.63,Red,West
5938,2026-03-05 22:38:08,1699.0,1873.0,22.0,0.39,147.0,0,4,3,0,5.51,Yellow,West
3442,2026-03-05 22:37:55,25482.0,8998.0,68.0,0.43,420.0,0,3,9,1,6.52,Red,West
5052,2026-03-05 22:29:05,831.0,461.0,7.0,0.03,50.0,2,4,3,0,2.16,Green,West
5159,2026-03-05 22:26:57,563.0,195.0,8.0,0.08,56.0,1,8,6,0,1.21,Green,North
5409,2026-03-05 22:25:55,1193.0,411.0,20.0,0.27,64.0,1,1,9,1,4.3,Yellow,East
3844,2026-03-05 22:22:22,32869.0,8340.0,14.0,0.74,166.0,2,3,8,1,6.73,Red,East
6907,2026-03-05 22:19:37,748.0,112.0,8.0,0.04,38.0,1,0,3,0,2.14,Green,West
2933,2026-03-05 22:13:57,664.0,592.0,12.0,0.06,48.0,1,2,2,0,2.04,Green,East
7145,2026-03-05 22:02:16,440.0,12.0,13.0,0.02,42.0,1,0,8,0,2.1,Green,West
2526,2026-03-05 21:59:21,20910.0,7529.0,73.0,0.79,366.0,2,7,3,1,6.51,Red,North
5789,2026-03-05 21:58:52,441.0,142.0,1.0,0.01,40.0,0,5,9,0,1.05,Green,North
10514,2026-03-05 21:57:22,182.0,8.0,10.0,0.04,16.0,0,5,3,0,1.84,Green,West
6058,2026-03-05 21:47:27,813.0,449.0,19.0,0.33,36.0,1,4,2,1,4.0,Yellow,North
5415,2026-03-05 21:47:21,352.0,571.0,5.0,0.06,27.0,1,9,4,0,1.22,Green,East
2970,2026-03-05 21:40:19,500.0,444.0,15.0,0.07,60.0,1,2,4,0,1.7,Green,South
8473,2026-03-05 21:37:42,199.0,208.0,5.0,0.0,40.0,1,6,8,0,1.64,Green,North
5137,2026-03-05 21:23:24,610.0,482.0,14.0,0.07,34.0,2,5,6,0,1.5,Green,West
8386,2026-03-05 21:15:35,4771.0,793.0,7.0,0.33,55.0,2,7,4,1,5.77,Yellow,North
7427,2026-03-05 21:14:07,891.0,355.0,8.0,0.07,32.0,1,5,3,0,1.05,Green,South
2655,2026-03-05 21:09:15,704.0,502.0,7.0,0.03,38.0,1,3,8,0,2.84,Green,North
5667,2026-03-05 21:07:58,393.0,249.0,11.0,0.08,56.0,1,4,6,0,1.83,Green,North
10407,2026-03-05 21:06:34,150.0,254.0,12.0,0.09,4.0,1,2,8,0,1.66,Green,West
2705,2026-03-05 21:01:04,1528.0,287.0,34.0,0.29,88.0,2,7,4,1,4.0,Yellow,North
7521,2026-03-05 21:00:14,166.0,125.0,6.0,0.04,59.0,1,1,0,0,1.82,Green,West
6940,2026-03-05 20:59:59,25957.0,5195.0,21.0,0.78,122.0,1,3,9,1,6.8,Red,South
8740,2026-03-05 20:58:29,31550.0,1615.0,19.0,0.53,109.0,1,2,1,1,6.76,Red,East
10249,2026-03-05 20:46:59,543.0,575.0,7.0,0.06,24.0,0,5,9,0,2.5,Green,West
6157,2026-03-05 20:39:38,4389.0,897.0,8.0,0.17,199.0,1,6,9,0,4.0,Yellow,North
3121,2026-03-05 20:34:54,559.0,577.0,0.0,0.04,13.0,0,4,2,0,1.07,Green,West
8598,2026-03-05 20:28:42,1595.0,2114.0,41.0,0.35,75.0,2,2,6,0,4.82,Yellow,East
9513,2026-03-05 20:24:41,18567.0,3144.0,19.0,0.37,373.0,0,6,8,1,7.5,Red,North
4142,2026-03-05 20:20:41,34289.0,2272.0,11.0,0.44,417.0,1,6,7,1,8.11,Red,East
5893,2026-03-05 20:13:41,3941.0,1120.0,37.0,0.21,116.0,1,3,6,0,5.12,Yellow,West
5794,2026-03-05 20:12:30,346.0,484.0,13.0,0.07,21.0,1,7,1,0,1.21,Green,East
3649,2026-03-05 20:10:33,491.0,101.0,4.0,0.05,14.0,0,5,1,0,1.49,Green,West
10373,2026-03-05 20:09:37,5425.0,1954.0,31.0,0.28,46.0,2,2,9,1,4.3,Yellow,East
9795,2026-03-05 20:06:30,481.0,74.0,14.0,0.02,52.0,0,0,1,0,0.68,Green,South
4347,2026-03-05 20:04:52,14255.0,4385.0,41.0,0.34,171.0,2,6,1,1,6.84,Red,West
2839,2026-03-05 19:59:33,239.0,494.0,0.0,0.03,3.0,2,0,2,0,2.13,Green,North
2711,2026-03-05 19:58:42,10785.0,1030.0,55.0,0.85,153.0,2,9,4,1,6.79,Red,North
3794,2026-03-05 19:42:34,405.0,38.0,1.0,0.03,45.0,1,1,0,0,1.08,Green,North
6092,2026-03-05 19:40:02,633.0,256.0,15.0,0.05,30.0,1,0,1,0,2.33,Green,North
5162,2026-03-05 19:37:35,214.0,333.0,2.0,0.01,52.0,1,1,7,0,1.07,Green,South
7781,2026-03-05 19:33:26,30117.0,8763.0,89.0,0.32,369.0,2,6,9,1,7.06,Red,East
4174,2026-03-05 19:30:44,815.0,185.0,14.0,0.05,48.0,0,4,3,0,1.18,Green,West
9128,2026-03-05 19:29:04,629.0,419.0,4.0,0.07,16.0,1,4,5,0,1.56,Green,West
9872,2026-03-05 19:26:49,3252.0,1337.0,19.0,0.14,47.0,2,0,2,0,5.26,Yellow,East
